V4	ComiR	DianaMicroTCDS	EIMMO	EMBL	MicroCosm	miRSVR	PicTar	PITA	PITAtop	RNA22	RNAhybrid	MinoTar	TargetScan	TargetSpy
FBgn0083959|dme-miR-277	0.8843	0.575	0.886	NA	NA	-1.4809	NA	-6.02	4.87	16.893097	NA	NA	0.16101	0.998545264512298
FBgn0083959|dme-miR-34	0.2416	NA	NA	NA	NA	NA	NA	NA	NA	58.018613	NA	NA	NA	0.454476320914508
FBgn0083960|dme-miR-14	0.2195	NA	NA	NA	NA	NA	NA	NA	NA	0.403459	NA	NA	NA	NA
FBgn0083960|dme-miR-277	0.2297	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0083960|dme-miR-34	0.2192	NA	NA	NA	NA	NA	NA	NA	NA	18.60587	NA	NA	NA	NA
FBgn0083961|dme-miR-14	0.2175	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0083961|dme-miR-277	0.2285	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0864949030645942
FBgn0083961|dme-miR-34	0.219	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.360711653777704
FBgn0083962|dme-miR-14	0.9157	0.978	0.886	NA	0.0164068	-0.5814	4	2.31	2.45	3.837837	NA	NA	0.31001	0.970005837080699
FBgn0083962|dme-miR-277	0.2244	NA	NA	NA	NA	NA	NA	NA	NA	1.782635	NA	NA	NA	0.98586991589735
FBgn0083962|dme-miR-34	0.2406	0.486	NA	NA	NA	NA	NA	NA	NA	9.299607	NA	NA	NA	0.684377697161769
FBgn0083963|dme-miR-14	0.2182	NA	NA	NA	NA	NA	NA	NA	NA	3.964011	NA	NA	NA	NA
FBgn0083963|dme-miR-277	0.2306	NA	NA	NA	NA	-0.1013	NA	0.48	NA	11.168775	NA	NA	NA	NA
FBgn0083963|dme-miR-34	0.2183	0.48	NA	NA	NA	NA	NA	NA	NA	20.16932	8.91572034	NA	NA	0.308947155927273
FBgn0083967|dme-miR-14	0.2377	NA	NA	NA	NA	NA	NA	NA	NA	7.225357	NA	NA	NA	0.794572228615931
FBgn0083967|dme-miR-277	0.2385	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.989678520417057
FBgn0083967|dme-miR-34	0.9229	0.98	0.625	NA	NA	-1.0012	NA	-11.72	NA	7.852246	NA	NA	NA	0.931707536338551
FBgn0083968|dme-miR-14	0.2164	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0083968|dme-miR-277	0.8761	NA	0.886	NA	NA	-0.1833	NA	NA	NA	1.969084	NA	NA	NA	0.996423745592297
FBgn0083968|dme-miR-34	0.2158	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0083969|dme-miR-14	0.2219	NA	NA	NA	NA	NA	NA	NA	NA	7.606616	NA	NA	NA	0.158514571601489
FBgn0083969|dme-miR-277	0.2308	NA	NA	NA	NA	NA	NA	2.32	NA	4.748676	NA	NA	NA	NA
FBgn0083969|dme-miR-34	0.2209	NA	NA	NA	0.00271189	NA	NA	NA	NA	10.479008	NA	NA	NA	0.973752816327217
FBgn0083970|dme-miR-14	0.2173	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0083970|dme-miR-277	0.2163	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.747246825762827
FBgn0083970|dme-miR-34	0.2175	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0083971|dme-miR-14	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.558304	NA	NA	NA	NA
FBgn0083971|dme-miR-277	NA	0.516	NA	NA	NA	NA	NA	NA	NA	8.473472	NA	NA	NA	NA
FBgn0083971|dme-miR-34	NA	NA	NA	NA	NA	NA	NA	NA	NA	20.875087	NA	NA	NA	NA
FBgn0083972|dme-miR-14	0.2356	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0083972|dme-miR-277	0.2204	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0083972|dme-miR-34	0.236	NA	NA	NA	NA	NA	NA	NA	NA	3.025	NA	NA	NA	0.35886526128216
FBgn0083974|dme-miR-14	0.2168	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0083974|dme-miR-277	0.2174	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0083974|dme-miR-34	0.2179	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0083975|dme-miR-14	0.2404	0.454	NA	NA	NA	-0.0341	NA	-9.83	NA	3.117999	NA	NA	NA	0.887658520613584
FBgn0083975|dme-miR-277	0.2359	0.698	0.556	NA	NA	NA	NA	NA	NA	34.051137	NA	NA	NA	0.0314949229662148
FBgn0083975|dme-miR-34	0.9132	0.463	0.276	NA	NA	-0.0471	NA	-4.15	-4.15	37.795272	NA	NA	NA	0.950797874813342
FBgn0083976|dme-miR-14	0.2247	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.996205164422449
FBgn0083976|dme-miR-277	0.2397	NA	NA	NA	NA	NA	NA	NA	NA	0.791579	NA	NA	NA	0.999291802260332
FBgn0083976|dme-miR-34	0.2412	NA	NA	NA	NA	NA	NA	1.56	NA	2.653933	NA	NA	NA	0.949825579027511
FBgn0083977|dme-miR-277	NA	0.62	0.901	NA	NA	NA	NA	NA	NA	16.478853	NA	NA	0.31001	NA
FBgn0083977|dme-miR-34	NA	NA	NA	NA	NA	NA	NA	NA	NA	38.216935	NA	NA	NA	NA
FBgn0083978|dme-miR-14	0.2361	NA	NA	NA	NA	NA	NA	NA	NA	1.67742	NA	NA	NA	0.68332791014585
FBgn0083978|dme-miR-277	0.2363	NA	NA	NA	NA	NA	NA	-6.18	NA	NA	NA	NA	NA	7.39604351704204e-05
FBgn0083978|dme-miR-34	0.2224	NA	NA	NA	NA	NA	NA	NA	NA	4.20272	NA	NA	NA	0.25302362491997
FBgn0083979|dme-miR-277	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.060621	NA	NA	NA	NA
FBgn0083979|dme-miR-34	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.122311	NA	NA	NA	NA
FBgn0083981|dme-miR-277	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.641611	NA	0.7	NA	NA
FBgn0083981|dme-miR-34	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.744709	NA	NA	NA	NA
FBgn0083983|dme-miR-14	0.2152	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0083983|dme-miR-277	0.2155	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0083983|dme-miR-34	0.2154	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0083984|dme-miR-14	0.2164	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.345169768443421
FBgn0083984|dme-miR-277	0.2166	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000539166467268729
FBgn0083984|dme-miR-34	0.2168	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0083985|dme-miR-14	0.2182	NA	NA	NA	NA	NA	NA	NA	NA	1.971536	NA	NA	NA	NA
FBgn0083985|dme-miR-277	0.2176	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0083985|dme-miR-34	0.2178	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0083991|dme-miR-14	0.2434	NA	NA	NA	NA	-0.0136	NA	2.04	NA	NA	NA	NA	NA	0.780246996930846
FBgn0083991|dme-miR-277	0.9229	0.873	0.556	NA	NA	-1.0396	NA	0.32	NA	10.140618	NA	NA	NA	0.999891160741918
FBgn0083991|dme-miR-34	0.2261	NA	NA	NA	NA	NA	NA	NA	NA	9.892078	NA	NA	NA	0.267245802862258
FBgn0083992|dme-miR-14	0.2184	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0083992|dme-miR-277	0.2282	NA	NA	NA	NA	NA	NA	NA	NA	1.583158	NA	NA	NA	0.998896372009066
FBgn0083992|dme-miR-34	0.219	NA	NA	NA	NA	NA	NA	NA	NA	15.307866	NA	NA	NA	0.881130043565542
FBgn0083998|dme-miR-277	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.16101	NA
FBgn0084001|dme-miR-34	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.076545	NA	NA	NA	NA
FBgn0084017|dme-miR-34	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.944136	NA	NA	NA	NA
FBgn0085188|dme-miR-14	0.2372	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0085188|dme-miR-277	0.8795	0.973	0.901	NA	NA	-0.6724	NA	4.94	NA	4.283719	NA	NA	NA	0.0327381176081846
FBgn0085188|dme-miR-34	0.9131	0.997	0.696	NA	0.0299994	-1.0268	NA	-7.99	-7.99	5.21477	NA	NA	0.16101	0.00426480351402641
FBgn0085190|dme-miR-14	0.2169	NA	NA	NA	NA	NA	NA	NA	NA	4.205001	NA	NA	NA	NA
FBgn0085190|dme-miR-277	0.2176	NA	NA	NA	NA	NA	NA	NA	NA	2.296185	NA	NA	NA	NA
FBgn0085190|dme-miR-34	0.2188	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0085191|dme-miR-14	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.125716	NA	NA	NA	NA
FBgn0085192|dme-miR-14	0.2201	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0085192|dme-miR-277	0.2184	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0085192|dme-miR-34	0.2198	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0085193|dme-miR-14	0.2165	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0085193|dme-miR-277	0.2159	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0085193|dme-miR-34	0.2156	NA	NA	NA	NA	NA	NA	NA	NA	2.377897	NA	NA	NA	NA
FBgn0085194|dme-miR-14	NA	0.68	NA	NA	NA	NA	NA	NA	NA	1.019624	NA	NA	NA	NA
FBgn0085195|dme-miR-14	0.2194	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0085195|dme-miR-277	0.2326	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0085195|dme-miR-34	0.2203	NA	NA	NA	NA	NA	NA	NA	NA	3.238593	NA	NA	NA	0.715511786150401
FBgn0085196|dme-miR-14	0.2172	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0085196|dme-miR-277	0.2162	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.186747372483031
FBgn0085196|dme-miR-34	0.2181	NA	NA	NA	NA	NA	NA	NA	NA	1.352577	NA	NA	NA	NA
FBgn0085197|dme-miR-14	0.2363	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0085197|dme-miR-277	0.2203	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000225418519588105
FBgn0085197|dme-miR-34	0.2205	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00558142461306197
FBgn0085198|dme-miR-34	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.005785	NA	NA	NA	NA
FBgn0085199|dme-miR-14	0.2168	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0085199|dme-miR-277	0.2164	NA	NA	NA	NA	NA	NA	NA	NA	4.412524	NA	NA	NA	NA
FBgn0085199|dme-miR-34	0.217	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0085200|dme-miR-277	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.676595	NA	NA	NA	NA
FBgn0085200|dme-miR-34	NA	0.483	NA	NA	NA	NA	NA	NA	NA	5.993743	NA	NA	NA	NA
FBgn0085201|dme-miR-14	0.2158	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0085201|dme-miR-277	0.2162	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0085201|dme-miR-34	0.2159	NA	NA	NA	NA	NA	NA	NA	NA	1.594306	NA	NA	NA	NA
FBgn0085202|dme-miR-14	0.2163	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.991442190616642
FBgn0085202|dme-miR-277	0.2292	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0085202|dme-miR-34	0.2173	NA	NA	NA	NA	NA	NA	NA	NA	4.992043	NA	NA	NA	NA
FBgn0085203|dme-miR-34	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.696805	NA	NA	NA	NA
FBgn0085204|dme-miR-14	0.2218	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0085204|dme-miR-277	0.2216	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.432007529182674
FBgn0085204|dme-miR-34	0.2217	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000693417511956565
FBgn0085205|dme-miR-14	0.2169	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0085205|dme-miR-277	0.2179	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0085205|dme-miR-34	0.219	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0085206|dme-miR-14	0.2368	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.148042081387841
FBgn0085206|dme-miR-277	0.2336	NA	NA	NA	NA	NA	NA	NA	NA	6.553789	NA	NA	NA	0.937637439785518
FBgn0085206|dme-miR-34	0.2382	NA	NA	NA	NA	NA	NA	NA	NA	5.01705	NA	NA	NA	0.990142256866126
FBgn0085207|dme-miR-14	0.2163	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0085207|dme-miR-277	0.2287	NA	NA	NA	NA	NA	NA	NA	NA	12.78842	NA	NA	NA	NA
FBgn0085207|dme-miR-34	0.2181	NA	NA	NA	NA	NA	NA	NA	NA	10.0341	NA	NA	NA	0.798883480444407
FBgn0085208|dme-miR-14	0.2383	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00347806759476433
FBgn0085208|dme-miR-277	0.2386	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0298733328183966
FBgn0085208|dme-miR-34	0.2423	NA	NA	NA	NA	NA	NA	NA	NA	9.460843	NA	NA	NA	0.866525260158658
FBgn0085209|dme-miR-14	0.218	NA	NA	NA	NA	NA	NA	NA	NA	1.136641	NA	NA	NA	NA
FBgn0085209|dme-miR-277	0.2181	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0085209|dme-miR-34	0.2183	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0697103851774664
FBgn0085210|dme-miR-14	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.6703	NA	NA	NA	NA
FBgn0085210|dme-miR-34	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.852639	NA	NA	NA	NA
FBgn0085212|dme-miR-14	0.2156	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0085212|dme-miR-277	0.2159	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0085212|dme-miR-34	0.2164	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0085214|dme-miR-14	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.033333	NA	NA	NA	NA
FBgn0085215|dme-miR-14	0.2159	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0085215|dme-miR-277	0.2173	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0085215|dme-miR-34	0.2174	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0085216|dme-miR-34	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.115	NA	NA	NA	NA
FBgn0085217|dme-miR-277	NA	0.455	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0085219|dme-miR-277	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.19822	NA	NA	NA	NA
FBgn0085220|dme-miR-277	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.775454	NA	NA	NA	NA
FBgn0085220|dme-miR-34	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.867147	NA	NA	NA	NA
FBgn0085222|dme-miR-14	0.2228	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0085222|dme-miR-277	0.2231	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0791357840735165
FBgn0085222|dme-miR-34	0.2231	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.8091770848072
FBgn0085223|dme-miR-14	0.2153	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0085223|dme-miR-277	0.2157	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0085223|dme-miR-34	0.2158	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0085224|dme-miR-14	0.2175	NA	NA	NA	0.0460677	NA	NA	3.47	NA	NA	NA	NA	NA	NA
FBgn0085224|dme-miR-277	0.2296	NA	NA	NA	NA	-0.1308	NA	-1.66	NA	NA	NA	NA	NA	NA
FBgn0085224|dme-miR-34	0.2177	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0085225|dme-miR-14	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.916579	NA	NA	NA	NA
FBgn0085225|dme-miR-34	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.536111	NA	NA	NA	NA
FBgn0085226|dme-miR-14	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.092329	NA	NA	NA	NA
FBgn0085226|dme-miR-34	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.475614	NA	NA	NA	NA
FBgn0085227|dme-miR-14	0.22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0085227|dme-miR-277	0.2208	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0085227|dme-miR-34	0.2329	NA	NA	NA	NA	NA	NA	NA	NA	7.672946	NA	NA	NA	0.00459967817956637
FBgn0085228|dme-miR-14	0.217	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0085228|dme-miR-277	0.2164	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.976244992535523
FBgn0085228|dme-miR-34	0.2163	NA	NA	NA	NA	NA	NA	NA	NA	4.650639	NA	NA	NA	NA
FBgn0085229|dme-miR-14	0.2153	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0085229|dme-miR-277	0.2166	NA	NA	NA	NA	NA	NA	NA	NA	5.24368	NA	NA	NA	NA
FBgn0085229|dme-miR-34	0.2167	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0085230|dme-miR-14	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.46589	NA	NA	NA	NA
FBgn0085230|dme-miR-34	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.568699	NA	NA	NA	NA
FBgn0085231|dme-miR-14	0.2159	NA	NA	NA	NA	NA	NA	NA	NA	3.010965	NA	NA	NA	NA
FBgn0085231|dme-miR-277	0.2159	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0085231|dme-miR-34	0.2162	NA	NA	NA	NA	NA	NA	NA	NA	1.491667	NA	NA	NA	NA
FBgn0085232|dme-miR-14	0.2181	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0085232|dme-miR-277	0.2179	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.867381606253671
FBgn0085232|dme-miR-34	0.2195	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.152030027826165
FBgn0085233|dme-miR-34	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.608395	NA	NA	NA	NA
FBgn0085234|dme-miR-34	NA	NA	NA	NA	0.00490244	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0085235|dme-miR-277	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.453118	NA	NA	NA	NA
FBgn0085237|dme-miR-14	0.2313	NA	NA	NA	NA	-0.1341	NA	NA	NA	NA	NA	NA	NA	0.365570973468584
FBgn0085237|dme-miR-277	0.2208	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0085237|dme-miR-34	0.2204	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.731184644830866
FBgn0085239|dme-miR-14	0.2185	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.985817419647005
FBgn0085239|dme-miR-277	0.2198	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0085239|dme-miR-34	0.2201	NA	NA	NA	NA	NA	NA	NA	NA	1.756292	NA	NA	NA	NA
FBgn0085240|dme-miR-34	NA	NA	NA	NA	NA	NA	NA	NA	NA	12.902308	NA	NA	NA	NA
FBgn0085241|dme-miR-277	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.985661	NA	NA	NA	NA
FBgn0085241|dme-miR-34	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA
FBgn0085242|dme-miR-14	0.2156	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0085242|dme-miR-277	0.2164	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0085242|dme-miR-34	0.2156	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0085244|dme-miR-14	0.2187	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0085244|dme-miR-277	0.2187	NA	NA	NA	NA	NA	NA	NA	NA	1.517857	NA	NA	NA	NA
FBgn0085244|dme-miR-34	0.2186	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0085245|dme-miR-34	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.910744	NA	NA	NA	NA
FBgn0085246|dme-miR-14	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.157333	NA	NA	NA	NA
FBgn0085248|dme-miR-14	0.2382	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.985817419647005
FBgn0085248|dme-miR-277	0.235	NA	NA	NA	NA	-0.0018	NA	NA	NA	NA	NA	NA	NA	0.440557195302355
FBgn0085248|dme-miR-34	0.2374	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.995941737343125
FBgn0085249|dme-miR-34	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.805088	NA	NA	NA	NA
FBgn0085250|dme-miR-14	0.2323	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.889177184147
FBgn0085250|dme-miR-277	0.222	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0285162680326148
FBgn0085250|dme-miR-34	0.2368	NA	NA	NA	NA	NA	NA	NA	NA	3.511905	NA	NA	NA	0.0236903594350627
FBgn0085253|dme-miR-14	0.2306	NA	NA	NA	NA	-0.1721	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0085253|dme-miR-277	0.2297	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0085253|dme-miR-34	0.2305	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.638094765618807
FBgn0085254|dme-miR-14	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.626667	NA	NA	NA	NA
FBgn0085255|dme-miR-14	0.2372	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0085255|dme-miR-277	0.2347	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0085255|dme-miR-34	0.2223	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0085256|dme-miR-14	0.219	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0085256|dme-miR-277	0.2194	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.915465257837372
FBgn0085256|dme-miR-34	0.2313	NA	NA	NA	NA	NA	NA	NA	NA	2.348399	NA	NA	NA	2.03776530686168e-05
FBgn0085257|dme-miR-14	0.217	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0085257|dme-miR-277	0.217	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0085257|dme-miR-34	0.2163	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA
FBgn0085259|dme-miR-14	0.229	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0085259|dme-miR-277	0.2183	NA	NA	NA	NA	NA	NA	NA	NA	0.772742	NA	NA	NA	NA
FBgn0085259|dme-miR-34	0.2184	NA	NA	NA	NA	NA	NA	NA	NA	1.3769	NA	NA	NA	NA
FBgn0085260|dme-miR-277	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.549545	NA	NA	NA	NA
FBgn0085260|dme-miR-34	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.153184	NA	NA	NA	NA
FBgn0085261|dme-miR-14	0.2205	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0085261|dme-miR-277	0.2206	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0085261|dme-miR-34	0.2199	NA	NA	NA	NA	NA	NA	NA	NA	0.88573	NA	NA	NA	0.941003557111627
FBgn0085263|dme-miR-14	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.953819	NA	NA	NA	NA
FBgn0085263|dme-miR-34	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.813643	NA	NA	NA	NA
FBgn0085264|dme-miR-14	0.2419	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0085264|dme-miR-277	0.2407	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0085264|dme-miR-34	0.2427	NA	NA	NA	NA	NA	NA	NA	NA	5.266432	NA	NA	NA	NA
FBgn0085265|dme-miR-34	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.121739	NA	NA	0.19802	NA
FBgn0085267|dme-miR-14	0.2162	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0085267|dme-miR-277	0.2158	NA	NA	NA	NA	NA	NA	NA	NA	5.341071	NA	NA	NA	NA
